sweep,magnetizzazione_su_spin
500,-0.687500
1000,-0.539062
1500,-0.779297
2000,-0.701172
2500,-0.648438
3000,0.619141
3500,0.835938
4000,0.806641
4500,0.787109
5000,0.255859
5500,0.738281
6000,0.318359
6500,0.509766
7000,0.765625
7500,0.703125
8000,-0.644531
8500,-0.716797
9000,0.820312
9500,0.021484
10000,-0.824219
10500,-0.609375
11000,-0.750000
11500,0.595703
12000,0.816406
12500,-0.621094
13000,-0.248047
13500,-0.255859
14000,0.548828
14500,0.658203
15000,0.755859
15500,0.710938
16000,0.765625
16500,0.449219
17000,0.720703
17500,0.853516
18000,0.542969
18500,0.505859
19000,-0.794922
19500,-0.787109
20000,-0.671875
20500,-0.855469
21000,-0.562500
21500,0.751953
22000,0.787109
22500,0.810547
23000,0.724609
23500,0.744141
24000,0.775391
24500,-0.712891
25000,-0.609375
25500,-0.636719
26000,-0.843750
26500,0.626953
27000,0.648438
27500,0.759766
28000,0.560547
28500,0.013672
29000,0.707031
29500,0.703125
30000,0.736328
30500,0.759766
31000,-0.654297
31500,-0.603516
32000,-0.533203
32500,-0.283203
33000,-0.060547
33500,-0.771484
34000,-0.125000
34500,-0.765625
35000,-0.656250
35500,0.376953
36000,0.841797
36500,0.816406
37000,0.652344
37500,0.681641
38000,0.718750
38500,-0.757812
39000,-0.572266
39500,-0.564453
40000,-0.240234
40500,-0.431641
41000,-0.068359
41500,-0.773438
42000,-0.041016
42500,-0.808594
43000,0.822266
43500,0.537109
44000,0.818359
44500,0.625000
45000,0.744141
45500,-0.695312
46000,-0.753906
46500,0.613281
47000,0.630859
47500,0.615234
48000,0.554688
48500,0.650391
49000,-0.771484
49500,-0.437500
50000,0.798828
