sweep,magnetizzazione_su_spin
500,-0.546875
1000,-0.689453
1500,0.644531
2000,0.199219
2500,0.708984
3000,-0.667969
3500,-0.236328
4000,0.593750
4500,-0.625000
5000,0.267578
5500,-0.138672
6000,0.041016
6500,0.330078
7000,-0.273438
7500,0.423828
8000,-0.449219
8500,0.146484
9000,0.082031
9500,-0.220703
10000,0.371094
10500,0.185547
11000,0.554688
11500,-0.396484
12000,0.109375
12500,0.216797
13000,0.205078
13500,-0.029297
14000,0.021484
14500,-0.185547
15000,0.583984
15500,-0.310547
16000,-0.412109
16500,-0.062500
17000,0.759766
17500,-0.320312
18000,0.570312
18500,0.236328
19000,0.687500
19500,-0.480469
20000,-0.539062
20500,0.373047
21000,0.714844
21500,-0.353516
22000,0.253906
22500,0.652344
23000,0.035156
23500,0.292969
24000,-0.339844
24500,0.441406
25000,-0.207031
25500,0.453125
26000,0.394531
26500,0.699219
27000,0.447266
27500,0.615234
28000,0.134766
28500,0.365234
29000,-0.482422
29500,-0.472656
30000,-0.339844
30500,-0.349609
31000,0.169922
31500,-0.164062
32000,0.207031
32500,-0.390625
33000,0.730469
33500,-0.119141
34000,0.765625
34500,-0.542969
35000,-0.312500
35500,-0.224609
36000,-0.425781
36500,0.677734
37000,0.458984
37500,-0.339844
38000,0.384766
38500,0.162109
39000,-0.175781
39500,0.072266
40000,-0.253906
40500,-0.638672
41000,0.402344
41500,-0.511719
42000,0.212891
42500,0.656250
43000,-0.312500
43500,0.605469
44000,-0.369141
44500,-0.369141
45000,0.285156
45500,-0.251953
46000,0.074219
46500,-0.425781
47000,0.615234
47500,0.156250
48000,-0.373047
48500,0.177734
49000,-0.353516
49500,-0.003906
50000,0.185547
