sweep,magnetizzazione_su_spin
500,-0.998047
1000,-0.996094
1500,-0.998047
2000,-1.000000
2500,-0.994141
3000,-0.996094
3500,-0.996094
4000,-0.998047
4500,-0.998047
5000,-0.994141
5500,-0.990234
6000,-1.000000
6500,-0.992188
7000,-0.998047
7500,-0.988281
8000,-1.000000
8500,-0.996094
9000,-0.988281
9500,-1.000000
10000,-0.998047
10500,-0.998047
11000,-0.998047
11500,-0.998047
12000,-0.992188
12500,-0.994141
13000,-0.996094
13500,-0.992188
14000,-0.992188
14500,-0.996094
15000,-0.996094
15500,-0.996094
16000,-0.998047
16500,-0.996094
17000,-0.998047
17500,-0.998047
18000,-0.992188
18500,-0.996094
19000,-0.994141
19500,-0.998047
20000,-0.996094
20500,-0.996094
21000,-1.000000
21500,-1.000000
22000,-1.000000
22500,-0.998047
23000,-1.000000
23500,-0.998047
24000,-0.998047
24500,-0.994141
25000,-0.996094
25500,-0.992188
26000,-0.998047
26500,-0.998047
27000,-0.994141
27500,-0.994141
28000,-1.000000
28500,-1.000000
29000,-0.998047
29500,-0.996094
30000,-1.000000
30500,-0.998047
31000,-0.990234
31500,-0.996094
32000,-0.998047
32500,-0.996094
33000,-0.986328
33500,-0.992188
34000,-0.992188
34500,-0.990234
35000,-0.994141
35500,-0.996094
36000,-0.998047
36500,-0.992188
37000,-0.996094
37500,-0.994141
38000,-0.996094
38500,-0.998047
39000,-0.998047
39500,-1.000000
40000,-0.996094
40500,-0.998047
41000,-0.998047
41500,-0.998047
42000,-0.998047
42500,-0.996094
43000,-0.990234
43500,-0.992188
44000,-0.996094
44500,-0.998047
45000,-0.996094
45500,-1.000000
46000,-1.000000
46500,-0.998047
47000,-0.998047
47500,-0.996094
48000,-1.000000
48500,-0.998047
49000,-1.000000
49500,-0.998047
50000,-0.998047
