sweep,magnetizzazione_su_spin
500,-0.037109
1000,-0.037109
1500,-0.041016
2000,-0.011719
2500,-0.001953
3000,-0.062500
3500,-0.076172
4000,-0.029297
4500,-0.066406
5000,-0.021484
5500,-0.009766
6000,0.082031
6500,-0.080078
7000,0.031250
7500,-0.017578
8000,0.013672
8500,0.023438
9000,0.130859
9500,-0.031250
10000,0.050781
10500,0.132812
11000,0.005859
11500,0.042969
12000,0.007812
12500,-0.025391
13000,-0.095703
13500,-0.031250
14000,0.001953
14500,-0.062500
15000,-0.042969
15500,-0.042969
16000,-0.062500
16500,-0.082031
17000,-0.001953
17500,-0.021484
18000,0.089844
18500,0.050781
19000,-0.060547
19500,-0.113281
20000,-0.007812
20500,-0.021484
21000,0.035156
21500,0.035156
22000,0.078125
22500,0.017578
23000,-0.029297
23500,0.001953
24000,-0.044922
24500,-0.003906
25000,0.056641
25500,0.083984
26000,0.113281
26500,-0.074219
27000,0.076172
27500,0.013672
28000,0.021484
28500,0.035156
29000,0.062500
29500,-0.037109
30000,0.001953
30500,0.019531
31000,0.056641
31500,0.009766
32000,-0.085938
32500,0.005859
33000,-0.031250
33500,-0.001953
34000,0.048828
34500,0.060547
35000,0.091797
35500,0.029297
36000,0.066406
36500,-0.021484
37000,-0.101562
37500,-0.025391
38000,-0.027344
38500,-0.015625
39000,-0.001953
39500,-0.001953
40000,0.007812
40500,-0.031250
41000,0.017578
41500,0.064453
42000,0.060547
42500,0.017578
43000,-0.054688
43500,-0.060547
44000,0.019531
44500,-0.031250
45000,0.007812
45500,0.085938
46000,0.062500
46500,0.052734
47000,-0.027344
47500,-0.021484
48000,-0.001953
48500,0.039062
49000,0.128906
49500,-0.011719
50000,0.039062
