sweep,magnetizzazione_su_spin
500,-0.974609
1000,-0.988281
1500,-0.994141
2000,-0.990234
2500,-0.990234
3000,-0.994141
3500,-0.990234
4000,-0.998047
4500,-0.980469
5000,-0.972656
5500,-0.990234
6000,-0.988281
6500,-0.992188
7000,-0.998047
7500,-0.996094
8000,-0.992188
8500,-0.980469
9000,-0.990234
9500,-1.000000
10000,-0.994141
10500,-0.992188
11000,-0.996094
11500,-0.990234
12000,-0.998047
12500,-0.988281
13000,-0.992188
13500,-0.996094
14000,-0.992188
14500,-0.986328
15000,-0.992188
15500,-0.986328
16000,-0.988281
16500,-0.992188
17000,-0.988281
17500,-0.980469
18000,-0.996094
18500,-0.988281
19000,-0.986328
19500,-0.994141
20000,-0.984375
20500,-0.994141
21000,-0.994141
21500,-0.990234
22000,-0.996094
22500,-0.990234
23000,-0.992188
23500,-0.980469
24000,-0.996094
24500,-0.992188
25000,-0.998047
25500,-0.984375
26000,-0.984375
26500,-0.984375
27000,-0.994141
27500,-0.990234
28000,-0.990234
28500,-0.980469
29000,-0.994141
29500,-0.988281
30000,-0.996094
30500,-0.990234
31000,-0.998047
31500,-0.996094
32000,-0.982422
32500,-0.998047
33000,-0.990234
33500,-0.986328
34000,-0.990234
34500,-0.988281
35000,-0.988281
35500,-0.992188
36000,-0.988281
36500,-0.988281
37000,-0.986328
37500,-0.996094
38000,-0.990234
38500,-0.986328
39000,-0.988281
39500,-0.992188
40000,-0.980469
40500,-0.982422
41000,-0.996094
41500,-0.978516
42000,-0.988281
42500,-0.984375
43000,-0.994141
43500,-0.990234
44000,-0.992188
44500,-0.988281
45000,-0.994141
45500,-0.988281
46000,-0.988281
46500,-0.994141
47000,-0.984375
47500,-0.990234
48000,-0.990234
48500,-0.982422
49000,-0.994141
49500,-0.988281
50000,-0.992188
