sweep,magnetizzazione_su_spin
500,-0.263672
1000,0.138672
1500,0.363281
2000,-0.275391
2500,0.007812
3000,0.083984
3500,-0.093750
4000,-0.023438
4500,-0.167969
5000,-0.001953
5500,-0.316406
6000,0.322266
6500,0.052734
7000,0.212891
7500,-0.035156
8000,0.164062
8500,0.384766
9000,0.234375
9500,0.070312
10000,-0.013672
10500,-0.136719
11000,0.425781
11500,0.152344
12000,0.355469
12500,0.023438
13000,-0.322266
13500,0.253906
14000,-0.164062
14500,-0.425781
15000,-0.154297
15500,-0.248047
16000,-0.287109
16500,0.083984
17000,-0.146484
17500,-0.134766
18000,-0.007812
18500,0.416016
19000,-0.324219
19500,0.318359
20000,0.146484
20500,-0.121094
21000,-0.121094
21500,0.218750
22000,-0.095703
22500,-0.050781
23000,-0.216797
23500,0.138672
24000,0.507812
24500,-0.162109
25000,-0.191406
25500,-0.191406
26000,0.080078
26500,0.251953
27000,-0.183594
27500,0.421875
28000,-0.029297
28500,0.025391
29000,0.044922
29500,0.109375
30000,-0.007812
30500,-0.181641
31000,-0.306641
31500,-0.093750
32000,0.294922
32500,0.472656
33000,-0.337891
33500,0.187500
34000,0.345703
34500,-0.138672
35000,0.109375
35500,-0.410156
36000,-0.128906
36500,-0.187500
37000,0.105469
37500,-0.126953
38000,0.132812
38500,0.154297
39000,-0.298828
39500,-0.126953
40000,0.310547
40500,-0.201172
41000,0.578125
41500,-0.369141
42000,-0.130859
42500,0.271484
43000,0.724609
43500,0.005859
44000,-0.029297
44500,0.289062
45000,0.031250
45500,0.226562
46000,0.171875
46500,0.015625
47000,0.251953
47500,0.181641
48000,0.021484
48500,0.099609
49000,0.058594
49500,0.023438
50000,0.058594
