sweep,magnetizzazione_su_spin
500,-0.120728
1000,-0.230469
1500,-0.096313
2000,-0.048462
2500,0.195312
3000,0.052856
3500,0.178223
4000,0.092896
4500,0.062500
5000,-0.312012
5500,-0.456299
6000,-0.324829
6500,0.037354
7000,0.078125
7500,0.261475
8000,-0.072754
8500,-0.181641
9000,-0.056030
9500,-0.185669
10000,-0.016235
10500,0.219116
11000,0.366821
11500,0.240723
12000,-0.117920
12500,0.095337
13000,-0.415771
13500,-0.230225
14000,-0.128540
14500,-0.324707
15000,-0.150391
15500,0.175171
16000,-0.292480
16500,0.244507
17000,-0.052979
17500,-0.030396
18000,0.142578
18500,-0.095947
19000,0.200806
19500,-0.032715
20000,-0.030151
20500,0.406860
21000,-0.019287
21500,0.308594
22000,0.408936
22500,0.227173
23000,-0.050293
23500,-0.146240
24000,-0.056885
24500,0.042114
25000,0.019775
25500,-0.160156
26000,-0.346680
26500,-0.197876
27000,-0.239990
27500,0.206909
28000,-0.057007
28500,-0.308350
29000,0.161499
29500,0.181763
30000,0.073730
30500,0.072510
31000,0.014526
31500,-0.130493
32000,-0.156860
32500,-0.016113
33000,0.410645
33500,0.503418
34000,0.325439
34500,0.258545
35000,0.091919
35500,0.313965
36000,-0.237793
36500,0.305908
37000,0.387695
37500,0.338013
38000,0.396118
38500,0.149170
39000,0.194580
39500,0.132690
40000,-0.029663
40500,-0.278931
41000,-0.349976
41500,-0.289185
42000,0.009399
42500,-0.012329
43000,-0.098145
43500,0.219971
44000,0.401733
44500,0.081665
45000,0.429443
45500,-0.186157
46000,-0.042236
46500,-0.094971
47000,-0.102661
47500,-0.087524
48000,0.018433
48500,-0.051636
49000,0.173462
49500,0.180298
50000,-0.229370
