sweep,magnetizzazione_su_spin
500,0.975464
1000,0.969482
1500,0.973999
2000,0.976074
2500,0.966797
3000,0.970337
3500,0.976562
4000,0.973511
4500,0.967651
5000,0.973022
5500,0.973389
6000,0.971924
6500,0.972778
7000,0.974243
7500,0.974121
8000,0.970703
8500,0.971069
9000,0.968140
9500,0.974854
10000,0.973389
10500,0.976440
11000,0.968140
11500,0.972290
12000,0.974854
12500,0.970703
13000,0.973267
13500,0.972534
14000,0.976196
14500,0.974487
15000,0.975830
15500,0.976807
16000,0.977905
16500,0.972412
17000,0.972290
17500,0.974365
18000,0.974243
18500,0.973633
19000,0.973145
19500,0.970825
20000,0.974121
20500,0.972290
21000,0.974609
21500,0.969849
22000,0.971191
22500,0.971802
23000,0.972900
23500,0.976562
24000,0.971436
24500,0.972412
25000,0.973999
25500,0.971558
26000,0.972534
26500,0.973267
27000,0.972778
27500,0.978760
28000,0.973145
28500,0.973511
29000,0.971802
29500,0.976807
30000,0.975342
30500,0.976562
31000,0.973999
31500,0.972290
32000,0.973999
32500,0.973755
33000,0.974976
33500,0.975220
34000,0.971558
34500,0.970581
35000,0.973145
35500,0.973267
36000,0.976807
36500,0.973999
37000,0.972412
37500,0.971558
38000,0.975586
38500,0.973267
39000,0.974365
39500,0.971802
40000,0.974609
40500,0.976196
41000,0.975586
41500,0.975098
42000,0.969482
42500,0.975342
43000,0.971436
43500,0.978149
44000,0.971680
44500,0.975708
45000,0.971436
45500,0.969238
46000,0.975220
46500,0.973999
47000,0.975464
47500,0.969482
48000,0.974487
48500,0.967529
49000,0.973511
49500,0.968140
50000,0.977539
