sweep,magnetizzazione_su_spin
500,0.996460
1000,0.997803
1500,0.997070
2000,0.996094
2500,0.995728
3000,0.995239
3500,0.996338
4000,0.994507
4500,0.995728
5000,0.996826
5500,0.996094
6000,0.994751
6500,0.995972
7000,0.995117
7500,0.995117
8000,0.996094
8500,0.995972
9000,0.995850
9500,0.996704
10000,0.996826
10500,0.996216
11000,0.994995
11500,0.996094
12000,0.995483
12500,0.996704
13000,0.996826
13500,0.995239
14000,0.995483
14500,0.995850
15000,0.995605
15500,0.995850
16000,0.995361
16500,0.996704
17000,0.997192
17500,0.996704
18000,0.994873
18500,0.996826
19000,0.996948
19500,0.996460
20000,0.995972
20500,0.995972
21000,0.996094
21500,0.996460
22000,0.995972
22500,0.996582
23000,0.994385
23500,0.997681
24000,0.996460
24500,0.995361
25000,0.996826
25500,0.994507
26000,0.995605
26500,0.996460
27000,0.996704
27500,0.995361
28000,0.995605
28500,0.995728
29000,0.996460
29500,0.997070
30000,0.995239
30500,0.995728
31000,0.995972
31500,0.996460
32000,0.996948
32500,0.996582
33000,0.994751
33500,0.995483
34000,0.995728
34500,0.995239
35000,0.995117
35500,0.995239
36000,0.995972
36500,0.997437
37000,0.996582
37500,0.994995
38000,0.996216
38500,0.995972
39000,0.996094
39500,0.995728
40000,0.996216
40500,0.995605
41000,0.996460
41500,0.997192
42000,0.996216
42500,0.996704
43000,0.995361
43500,0.993896
44000,0.995850
44500,0.997192
45000,0.995361
45500,0.996216
46000,0.996216
46500,0.996704
47000,0.996948
47500,0.995850
48000,0.994751
48500,0.997559
49000,0.996460
49500,0.994751
50000,0.995239
