sweep,magnetizzazione_su_spin
500,0.990234
1000,0.991089
1500,0.989746
2000,0.992920
2500,0.989868
3000,0.988403
3500,0.989990
4000,0.991455
4500,0.990356
5000,0.991699
5500,0.988892
6000,0.989014
6500,0.990601
7000,0.991089
7500,0.990845
8000,0.987549
8500,0.990356
9000,0.992188
9500,0.991333
10000,0.986694
10500,0.988525
11000,0.990967
11500,0.989136
12000,0.989746
12500,0.989136
13000,0.991455
13500,0.991943
14000,0.989624
14500,0.989868
15000,0.990967
15500,0.988281
16000,0.990479
16500,0.988403
17000,0.986938
17500,0.990601
18000,0.990479
18500,0.990845
19000,0.992432
19500,0.990356
20000,0.990845
20500,0.989380
21000,0.989258
21500,0.989502
22000,0.990112
22500,0.988281
23000,0.989136
23500,0.988525
24000,0.990479
24500,0.991089
25000,0.989624
25500,0.989380
26000,0.990234
26500,0.988770
27000,0.990723
27500,0.988770
28000,0.990112
28500,0.989624
29000,0.988403
29500,0.990234
30000,0.990723
30500,0.990112
31000,0.989136
31500,0.989502
32000,0.987915
32500,0.989990
33000,0.991333
33500,0.989990
34000,0.991211
34500,0.992310
35000,0.988892
35500,0.989014
36000,0.988647
36500,0.991211
37000,0.991455
37500,0.991577
38000,0.989380
38500,0.988281
39000,0.988525
39500,0.988037
40000,0.992432
40500,0.988281
41000,0.989624
41500,0.991211
42000,0.988892
42500,0.990845
43000,0.991211
43500,0.990112
44000,0.991577
44500,0.987427
45000,0.990479
45500,0.990967
46000,0.989624
46500,0.990234
47000,0.989624
47500,0.989746
48000,0.990967
48500,0.987427
49000,0.991211
49500,0.988037
50000,0.992432
