sweep,magnetizzazione_su_spin
500,0.906250
1000,0.812500
1500,0.906250
2000,0.890625
2500,0.914062
3000,0.898438
3500,0.882812
4000,0.906250
4500,0.921875
5000,0.796875
5500,0.890625
6000,0.890625
6500,0.914062
7000,0.679688
7500,0.898438
8000,0.968750
8500,0.914062
9000,0.906250
9500,0.867188
10000,0.945312
10500,0.953125
11000,0.664062
11500,0.960938
12000,0.851562
12500,0.929688
13000,0.968750
13500,0.906250
14000,0.890625
14500,0.937500
15000,0.906250
15500,0.968750
16000,0.968750
16500,0.953125
17000,0.960938
17500,0.976562
18000,0.820312
18500,0.906250
19000,0.929688
19500,0.843750
20000,0.945312
20500,0.921875
21000,0.960938
21500,0.828125
22000,0.851562
22500,0.945312
23000,0.914062
23500,0.906250
24000,0.898438
24500,0.859375
25000,0.929688
25500,0.890625
26000,0.937500
26500,0.898438
27000,0.914062
27500,0.937500
28000,0.960938
28500,0.906250
29000,0.921875
29500,0.859375
30000,0.843750
30500,0.937500
31000,0.890625
31500,0.945312
32000,0.960938
32500,0.937500
33000,0.851562
33500,0.914062
34000,0.906250
34500,0.921875
35000,0.937500
35500,0.929688
36000,0.976562
36500,0.984375
37000,0.882812
37500,0.968750
38000,0.828125
38500,0.882812
39000,0.914062
39500,0.867188
40000,0.929688
40500,0.953125
41000,0.914062
41500,0.953125
42000,0.890625
42500,0.921875
43000,0.976562
43500,0.945312
44000,0.929688
44500,0.929688
45000,0.898438
45500,0.953125
46000,0.921875
46500,0.843750
47000,0.820312
47500,0.921875
48000,0.937500
48500,0.953125
49000,0.953125
49500,0.937500
50000,0.976562
