sweep,magnetizzazione_su_spin
500,-0.632812
1000,0.507812
1500,0.562500
2000,-0.484375
2500,-0.718750
3000,-0.656250
3500,-0.640625
4000,-0.671875
4500,0.453125
5000,0.609375
5500,0.375000
6000,0.875000
6500,0.554688
7000,0.828125
7500,0.757812
8000,0.796875
8500,0.718750
9000,-0.796875
9500,0.367188
10000,-0.867188
10500,-0.718750
11000,0.742188
11500,-0.835938
12000,-0.679688
12500,-0.695312
13000,0.484375
13500,0.632812
14000,0.781250
14500,-0.203125
15000,0.882812
15500,-0.710938
16000,0.289062
16500,0.617188
17000,0.703125
17500,0.781250
18000,-0.906250
18500,-0.585938
19000,-0.843750
19500,-0.875000
20000,-0.679688
20500,-0.765625
21000,0.671875
21500,0.375000
22000,0.843750
22500,0.742188
23000,0.890625
23500,0.531250
24000,-0.117188
24500,-0.539062
25000,-0.406250
25500,-0.890625
26000,0.132812
26500,0.664062
27000,0.046875
27500,-0.703125
28000,-0.234375
28500,-0.789062
29000,-0.781250
29500,-0.773438
30000,-0.398438
30500,-0.859375
31000,-0.890625
31500,-0.734375
32000,0.656250
32500,-0.757812
33000,-0.718750
33500,-0.820312
34000,-0.828125
34500,-0.671875
35000,0.671875
35500,-0.750000
36000,-0.039062
36500,-0.851562
37000,0.046875
37500,-0.585938
38000,-0.828125
38500,-0.914062
39000,0.679688
39500,-0.843750
40000,-0.570312
40500,0.804688
41000,-0.773438
41500,-0.757812
42000,-0.500000
42500,0.656250
43000,0.820312
43500,0.781250
44000,0.593750
44500,0.796875
45000,0.710938
45500,-0.781250
46000,0.789062
46500,0.898438
47000,0.187500
47500,0.609375
48000,0.718750
48500,0.734375
49000,0.320312
49500,-0.820312
50000,-0.421875
