sweep,magnetizzazione_su_spin
500,0.976562
1000,0.968750
1500,1.000000
2000,0.976562
2500,0.968750
3000,0.984375
3500,0.992188
4000,1.000000
4500,1.000000
5000,0.992188
5500,0.992188
6000,0.984375
6500,0.992188
7000,0.992188
7500,0.976562
8000,0.992188
8500,0.992188
9000,1.000000
9500,0.984375
10000,0.960938
10500,0.984375
11000,0.984375
11500,0.984375
12000,1.000000
12500,0.984375
13000,1.000000
13500,0.992188
14000,0.992188
14500,0.984375
15000,0.992188
15500,0.992188
16000,0.968750
16500,0.968750
17000,1.000000
17500,0.992188
18000,1.000000
18500,1.000000
19000,1.000000
19500,0.992188
20000,0.968750
20500,0.992188
21000,0.960938
21500,0.984375
22000,0.992188
22500,0.976562
23000,1.000000
23500,0.984375
24000,0.984375
24500,0.976562
25000,1.000000
25500,0.976562
26000,1.000000
26500,1.000000
27000,0.992188
27500,0.992188
28000,0.992188
28500,0.992188
29000,0.968750
29500,0.968750
30000,0.992188
30500,1.000000
31000,0.992188
31500,0.984375
32000,0.992188
32500,0.960938
33000,0.992188
33500,1.000000
34000,1.000000
34500,0.976562
35000,0.992188
35500,0.968750
36000,0.992188
36500,1.000000
37000,1.000000
37500,0.960938
38000,1.000000
38500,0.976562
39000,0.984375
39500,0.984375
40000,1.000000
40500,0.984375
41000,0.976562
41500,1.000000
42000,1.000000
42500,0.960938
43000,0.992188
43500,1.000000
44000,1.000000
44500,1.000000
45000,0.984375
45500,1.000000
46000,0.992188
46500,1.000000
47000,0.976562
47500,0.984375
48000,0.992188
48500,0.984375
49000,0.992188
49500,1.000000
50000,0.992188
