sweep,magnetizzazione_su_spin
500,1.000000
1000,0.984375
1500,1.000000
2000,1.000000
2500,0.992188
3000,0.984375
3500,0.992188
4000,0.992188
4500,1.000000
5000,1.000000
5500,0.984375
6000,1.000000
6500,1.000000
7000,0.984375
7500,1.000000
8000,0.992188
8500,1.000000
9000,1.000000
9500,0.992188
10000,1.000000
10500,1.000000
11000,1.000000
11500,1.000000
12000,1.000000
12500,0.992188
13000,0.992188
13500,1.000000
14000,1.000000
14500,1.000000
15000,1.000000
15500,1.000000
16000,1.000000
16500,1.000000
17000,1.000000
17500,1.000000
18000,1.000000
18500,0.992188
19000,0.992188
19500,1.000000
20000,1.000000
20500,0.992188
21000,1.000000
21500,1.000000
22000,0.992188
22500,1.000000
23000,0.984375
23500,1.000000
24000,0.992188
24500,0.992188
25000,1.000000
25500,0.992188
26000,1.000000
26500,0.984375
27000,0.992188
27500,1.000000
28000,1.000000
28500,0.984375
29000,1.000000
29500,1.000000
30000,0.992188
30500,1.000000
31000,1.000000
31500,1.000000
32000,0.992188
32500,1.000000
33000,1.000000
33500,1.000000
34000,1.000000
34500,0.992188
35000,0.992188
35500,0.992188
36000,1.000000
36500,0.992188
37000,1.000000
37500,0.992188
38000,1.000000
38500,0.992188
39000,1.000000
39500,0.992188
40000,1.000000
40500,0.976562
41000,1.000000
41500,1.000000
42000,0.984375
42500,1.000000
43000,1.000000
43500,0.992188
44000,1.000000
44500,1.000000
45000,1.000000
45500,1.000000
46000,1.000000
46500,0.984375
47000,0.992188
47500,0.984375
48000,0.992188
48500,0.992188
49000,0.992188
49500,1.000000
50000,1.000000
