sweep,magnetizzazione_su_spin
500,-0.750000
1000,-0.734375
1500,-0.007812
2000,-0.843750
2500,0.835938
3000,0.898438
3500,0.734375
4000,0.921875
4500,0.531250
5000,0.898438
5500,0.898438
6000,0.750000
6500,0.765625
7000,0.757812
7500,0.859375
8000,0.953125
8500,0.281250
9000,0.523438
9500,0.820312
10000,0.914062
10500,0.632812
11000,0.656250
11500,0.937500
12000,0.859375
12500,0.898438
13000,0.445312
13500,0.625000
14000,0.859375
14500,0.914062
15000,0.843750
15500,0.421875
16000,0.906250
16500,0.757812
17000,0.921875
17500,-0.789062
18000,-0.750000
18500,-0.820312
19000,-0.882812
19500,-0.914062
20000,-0.804688
20500,-0.835938
21000,-0.695312
21500,-0.875000
22000,-0.921875
22500,-0.914062
23000,-0.789062
23500,-0.867188
24000,-0.781250
24500,-0.789062
25000,-0.734375
25500,-0.539062
26000,-0.890625
26500,-0.734375
27000,-0.406250
27500,-0.914062
28000,-0.843750
28500,-0.742188
29000,-0.828125
29500,-0.843750
30000,-0.734375
30500,0.859375
31000,0.437500
31500,-0.882812
32000,-0.820312
32500,-0.695312
33000,-0.929688
33500,-0.898438
34000,-0.867188
34500,-0.890625
35000,-0.929688
35500,-0.765625
36000,-0.851562
36500,-0.796875
37000,-0.875000
37500,-0.546875
38000,-0.890625
38500,-0.906250
39000,-0.882812
39500,-0.851562
40000,-0.742188
40500,-0.750000
41000,-0.773438
41500,-0.867188
42000,-0.234375
42500,-0.875000
43000,-0.828125
43500,-0.851562
44000,-0.953125
44500,-0.804688
45000,-0.812500
45500,-0.734375
46000,-0.703125
46500,-0.843750
47000,-0.734375
47500,-0.890625
48000,-0.898438
48500,0.773438
49000,0.601562
49500,0.335938
50000,0.703125
