sweep,magnetizzazione_su_spin
500,0.017222
1000,-0.042778
1500,-0.023889
2000,-0.002778
2500,-0.036667
3000,0.049444
3500,0.070000
4000,0.012778
4500,0.030000
5000,0.003889
5500,-0.047222
6000,0.012778
6500,-0.011111
7000,0.008333
7500,0.023889
8000,-0.001111
8500,-0.007778
9000,0.026667
9500,0.008333
10000,0.026111
10500,0.003333
11000,0.059444
11500,0.029444
12000,-0.023889
12500,-0.014444
13000,-0.006111
13500,-0.003333
14000,0.085000
14500,-0.010000
15000,0.023333
15500,-0.003333
16000,0.030000
16500,0.017222
17000,0.025556
17500,0.023333
18000,-0.016667
18500,0.007222
19000,-0.025556
19500,-0.041667
20000,0.060000
20500,-0.006667
21000,0.000556
21500,0.035000
22000,0.000000
22500,0.026667
23000,-0.013333
23500,0.001667
24000,0.032222
24500,-0.008333
25000,-0.032222
25500,0.023889
26000,-0.008889
26500,0.006111
27000,-0.009444
27500,-0.001111
28000,0.025556
28500,0.012778
29000,0.028333
29500,-0.033889
30000,0.020556
30500,-0.002222
31000,-0.001667
31500,-0.028333
32000,0.025000
32500,0.016111
33000,0.022222
33500,-0.015556
34000,0.045556
34500,0.023333
35000,0.007222
35500,-0.023889
36000,0.027222
36500,-0.053333
37000,0.067778
37500,-0.007222
38000,0.004444
38500,0.040000
39000,-0.012222
39500,0.036667
40000,-0.015556
40500,0.041111
41000,0.049444
41500,0.033333
42000,-0.001667
42500,-0.007778
43000,-0.028333
43500,0.023333
44000,0.027778
44500,-0.018333
45000,0.006111
45500,-0.040000
46000,-0.031111
46500,0.010556
47000,-0.037222
47500,-0.005000
48000,-0.017778
48500,0.003889
49000,0.040000
49500,-0.027222
50000,-0.037222
