sweep,magnetizzazione_su_spin
500,-0.992778
1000,-0.991111
1500,-0.991667
2000,-0.988889
2500,-0.985556
3000,-0.988889
3500,-0.993889
4000,-0.992778
4500,-0.992778
5000,-0.988889
5500,-0.988889
6000,-0.987222
6500,-0.982778
7000,-0.991111
7500,-0.989444
8000,-0.992778
8500,-0.991667
9000,-0.987778
9500,-0.988889
10000,-0.985556
10500,-0.988889
11000,-0.989444
11500,-0.988889
12000,-0.987222
12500,-0.993333
13000,-0.989444
13500,-0.990556
14000,-0.993333
14500,-0.991667
15000,-0.992778
15500,-0.991667
16000,-0.988889
16500,-0.990556
17000,-0.991111
17500,-0.991667
18000,-0.987222
18500,-0.990556
19000,-0.992222
19500,-0.986667
20000,-0.986111
20500,-0.991111
21000,-0.991111
21500,-0.991111
22000,-0.989444
22500,-0.988333
23000,-0.990000
23500,-0.988889
24000,-0.992778
24500,-0.990000
25000,-0.989444
25500,-0.991667
26000,-0.989444
26500,-0.987222
27000,-0.993889
27500,-0.988889
28000,-0.992222
28500,-0.986667
29000,-0.988889
29500,-0.989444
30000,-0.990556
30500,-0.982778
31000,-0.992778
31500,-0.988333
32000,-0.984444
32500,-0.987222
33000,-0.990000
33500,-0.989444
34000,-0.988889
34500,-0.984444
35000,-0.991111
35500,-0.995000
36000,-0.990556
36500,-0.991667
37000,-0.991111
37500,-0.992222
38000,-0.990000
38500,-0.991111
39000,-0.994444
39500,-0.992222
40000,-0.993889
40500,-0.987778
41000,-0.989444
41500,-0.993333
42000,-0.991667
42500,-0.992778
43000,-0.991667
43500,-0.994444
44000,-0.987778
44500,-0.989444
45000,-0.991111
45500,-0.991111
46000,-0.991667
46500,-0.988889
47000,-0.991667
47500,-0.988333
48000,-0.991111
48500,-0.988333
49000,-0.991111
49500,-0.988333
50000,-0.991667
