sweep,magnetizzazione_su_spin
500,-0.007324
1000,0.041992
1500,0.030273
2000,0.014160
2500,-0.027832
3000,0.003418
3500,0.004883
4000,-0.034180
4500,0.006836
5000,0.000000
5500,0.015137
6000,-0.024414
6500,0.000000
7000,-0.012695
7500,-0.000488
8000,0.001953
8500,0.049805
9000,0.017090
9500,0.038086
10000,0.025879
10500,-0.009277
11000,0.013672
11500,0.025879
12000,-0.023438
12500,0.041992
13000,-0.035156
13500,-0.036621
14000,0.035156
14500,0.045898
15000,-0.018555
15500,-0.019531
16000,0.020996
16500,0.048828
17000,0.040527
17500,0.024902
18000,-0.043457
18500,0.016602
19000,0.007812
19500,-0.010742
20000,0.020020
20500,-0.011230
21000,-0.042969
21500,-0.009766
22000,0.016602
22500,0.042480
23000,-0.037598
23500,-0.023926
24000,-0.011719
24500,0.005371
25000,0.057617
25500,0.016113
26000,-0.001465
26500,0.002930
27000,-0.013184
27500,-0.019043
28000,0.029785
28500,-0.047363
29000,0.002441
29500,-0.047363
30000,-0.002441
30500,0.020996
31000,-0.018066
31500,0.020020
32000,0.012207
32500,-0.010742
33000,-0.045898
33500,-0.027832
34000,0.036133
34500,-0.025879
35000,0.014160
35500,0.012207
36000,0.019043
36500,0.008789
37000,-0.025879
37500,0.013184
38000,-0.016602
38500,-0.012695
39000,-0.020020
39500,-0.060547
40000,-0.031250
40500,-0.019043
41000,0.008301
41500,-0.008301
42000,0.000488
42500,-0.014648
43000,0.042969
43500,-0.029297
44000,-0.007324
44500,0.017578
45000,-0.042480
45500,0.013184
46000,-0.029297
46500,-0.032715
47000,-0.026367
47500,-0.040039
48000,0.020020
48500,-0.046875
49000,0.014648
49500,-0.008301
50000,-0.006836
