sweep,magnetizzazione_su_spin
500,0.005139
1000,-0.047361
1500,-0.022187
2000,0.011007
2500,0.054861
3000,-0.032188
3500,0.046875
4000,0.006528
4500,0.037431
5000,0.001667
5500,-0.024861
6000,0.041563
6500,-0.002222
7000,-0.035451
7500,0.053611
8000,-0.001458
8500,-0.017326
9000,-0.008819
9500,-0.065764
10000,0.002708
10500,0.019201
11000,-0.001076
11500,0.001771
12000,-0.014514
12500,0.015625
13000,0.001597
13500,0.020139
14000,-0.015590
14500,0.050174
15000,0.041285
15500,-0.007778
16000,-0.029375
16500,0.048958
17000,-0.048403
17500,0.039549
18000,-0.015764
18500,0.040486
19000,-0.007257
19500,-0.018194
20000,-0.014306
20500,0.008056
21000,0.040972
21500,0.041667
22000,0.009583
22500,-0.012153
23000,0.033090
23500,-0.022604
24000,-0.033611
24500,-0.011979
25000,0.056736
25500,0.014965
26000,-0.061944
26500,0.052917
27000,-0.010903
27500,-0.015486
28000,0.014028
28500,0.059062
29000,-0.010069
29500,-0.034132
30000,0.062778
30500,0.006458
31000,-0.064653
31500,0.015764
32000,0.021042
32500,-0.000833
33000,0.061424
33500,-0.008472
34000,0.008576
34500,0.026736
35000,0.014479
35500,-0.017465
36000,-0.007083
36500,-0.033229
37000,-0.072847
37500,0.028507
38000,0.051215
38500,-0.014549
39000,-0.003750
39500,-0.016215
40000,0.032222
40500,-0.001354
41000,-0.031458
41500,-0.045799
42000,-0.031910
42500,0.033021
43000,-0.018889
43500,-0.014028
44000,-0.013194
44500,-0.051319
45000,0.013472
45500,-0.070694
46000,-0.064861
46500,-0.032882
47000,0.037118
47500,-0.030347
48000,-0.018403
48500,-0.013125
49000,0.017465
49500,-0.052639
50000,-0.070312
