sweep,magnetizzazione_su_spin
500,-0.989965
1000,-0.990799
1500,-0.990035
2000,-0.990174
2500,-0.989514
3000,-0.990729
3500,-0.988958
4000,-0.990660
4500,-0.990000
5000,-0.990382
5500,-0.990556
6000,-0.989722
6500,-0.989965
7000,-0.990208
7500,-0.990833
8000,-0.989792
8500,-0.989896
9000,-0.990313
9500,-0.989340
10000,-0.990521
10500,-0.990590
11000,-0.989826
11500,-0.990000
12000,-0.989097
12500,-0.990417
13000,-0.990625
13500,-0.989688
14000,-0.991007
14500,-0.990625
15000,-0.990521
15500,-0.989688
16000,-0.990174
16500,-0.989965
17000,-0.989688
17500,-0.990660
18000,-0.990069
18500,-0.989549
19000,-0.990417
19500,-0.990278
20000,-0.990590
20500,-0.990000
21000,-0.990278
21500,-0.989271
22000,-0.989931
22500,-0.989792
23000,-0.991042
23500,-0.990486
24000,-0.989792
24500,-0.989236
25000,-0.989583
25500,-0.989097
26000,-0.990174
26500,-0.990625
27000,-0.988924
27500,-0.990139
28000,-0.989792
28500,-0.989965
29000,-0.990313
29500,-0.990451
30000,-0.989410
30500,-0.990521
31000,-0.990521
31500,-0.990625
32000,-0.989549
32500,-0.989653
33000,-0.989965
33500,-0.990729
34000,-0.990417
34500,-0.990660
35000,-0.989583
35500,-0.989826
36000,-0.990972
36500,-0.990868
37000,-0.990451
37500,-0.990625
38000,-0.991215
38500,-0.990590
39000,-0.988854
39500,-0.989965
40000,-0.989722
40500,-0.990556
41000,-0.990833
41500,-0.990625
42000,-0.989722
42500,-0.990243
43000,-0.990417
43500,-0.990590
44000,-0.989410
44500,-0.991146
45000,-0.990000
45500,-0.988819
46000,-0.991076
46500,-0.990451
47000,-0.989792
47500,-0.990521
48000,-0.989549
48500,-0.990347
49000,-0.990243
49500,-0.991354
50000,-0.990313
