sweep,magnetizzazione_su_spin
500,-0.820278
1000,-0.827153
1500,-0.805972
2000,-0.821250
2500,-0.827465
3000,-0.828958
3500,-0.806528
4000,-0.825035
4500,-0.825243
5000,-0.822396
5500,-0.797083
6000,-0.827812
6500,-0.828125
7000,-0.818299
7500,-0.828403
8000,-0.804514
8500,-0.798958
9000,-0.819896
9500,-0.826771
10000,-0.808924
10500,-0.811562
11000,-0.832847
11500,-0.828542
12000,-0.814931
12500,-0.792708
13000,-0.804514
13500,-0.811667
14000,-0.829410
14500,-0.815451
15000,-0.799410
15500,-0.803681
16000,-0.807500
16500,-0.819132
17000,-0.820000
17500,-0.813542
18000,-0.792222
18500,-0.818194
19000,-0.799132
19500,-0.816701
20000,-0.804271
20500,-0.807674
21000,-0.820035
21500,-0.810764
22000,-0.809688
22500,-0.821458
23000,-0.797014
23500,-0.811979
24000,-0.802118
24500,-0.827708
25000,-0.817569
25500,-0.807500
26000,-0.810556
26500,-0.818958
27000,-0.828125
27500,-0.823056
28000,-0.806285
28500,-0.812014
29000,-0.812431
29500,-0.830313
30000,-0.806979
30500,-0.816146
31000,-0.802743
31500,-0.816771
32000,-0.823403
32500,-0.820625
33000,-0.816736
33500,-0.827778
34000,-0.808472
34500,-0.826111
35000,-0.791632
35500,-0.805347
36000,-0.799757
36500,-0.830000
37000,-0.820903
37500,-0.816215
38000,-0.814028
38500,-0.800694
39000,-0.797396
39500,-0.814063
40000,-0.818681
40500,-0.815972
41000,-0.812986
41500,-0.815937
42000,-0.810174
42500,-0.810625
43000,-0.809826
43500,-0.763125
44000,-0.832361
44500,-0.809444
45000,-0.827049
45500,-0.817500
46000,-0.822674
46500,-0.802014
47000,-0.827431
47500,-0.800278
48000,-0.824028
48500,-0.822292
49000,-0.817500
49500,-0.811389
50000,-0.825208
