sweep,magnetizzazione_su_spin
500,-0.232917
1000,-0.286250
1500,-0.008194
2000,-0.281667
2500,-0.070694
3000,0.040139
3500,0.264167
4000,0.183194
4500,0.022500
5000,-0.394861
5500,-0.328056
6000,-0.058333
6500,0.057222
7000,0.039722
7500,-0.205139
8000,-0.147222
8500,-0.038750
9000,-0.146250
9500,0.072222
10000,0.060556
10500,-0.287361
11000,-0.290694
11500,-0.333750
12000,-0.132361
12500,-0.198472
13000,-0.346250
13500,0.199444
14000,-0.020417
14500,0.147639
15000,-0.382500
15500,-0.288194
16000,-0.188611
16500,-0.025833
17000,-0.132778
17500,0.355694
18000,0.105417
18500,0.304028
19000,0.370972
19500,0.218056
20000,0.509167
20500,0.349306
21000,-0.104028
21500,0.079306
22000,-0.201528
22500,-0.004583
23000,-0.014444
23500,0.058333
24000,-0.425278
24500,-0.006111
25000,-0.341806
25500,-0.019444
26000,-0.309028
26500,-0.092361
27000,0.064306
27500,-0.424444
28000,0.011806
28500,-0.203889
29000,-0.104722
29500,-0.203611
30000,0.079722
30500,-0.054167
31000,-0.353611
31500,-0.190000
32000,-0.140417
32500,-0.322917
33000,-0.358889
33500,0.039444
34000,-0.159306
34500,0.125000
35000,-0.378750
35500,0.251111
36000,0.071806
36500,-0.075833
37000,-0.158750
37500,-0.140000
38000,-0.406528
38500,-0.229861
39000,-0.264306
39500,-0.155972
40000,-0.089583
40500,-0.147500
41000,0.016111
41500,-0.007500
42000,0.329583
42500,-0.042500
43000,0.312222
43500,-0.205556
44000,0.026667
44500,-0.354028
45000,-0.112222
45500,0.197639
46000,0.074028
46500,0.375972
47000,0.172639
47500,0.004861
48000,-0.106944
48500,0.034583
49000,-0.232083
49500,-0.082361
50000,-0.124444
