sweep,magnetizzazione_su_spin
500,0.813477
1000,0.828125
1500,0.829590
2000,0.800781
2500,0.867676
3000,0.829590
3500,0.826660
4000,0.825195
4500,0.849609
5000,0.841797
5500,0.769043
6000,0.825195
6500,0.815918
7000,0.870117
7500,0.809082
8000,0.764648
8500,0.823242
9000,0.840820
9500,0.848145
10000,0.858398
10500,0.859863
11000,0.829590
11500,0.826660
12000,0.821289
12500,0.741699
13000,0.851074
13500,0.759277
14000,0.822754
14500,0.870117
15000,0.818848
15500,0.770996
16000,0.825195
16500,0.778809
17000,0.805176
17500,0.873047
18000,0.784180
18500,0.791992
19000,0.829590
19500,0.774902
20000,0.785156
20500,0.832520
21000,0.811523
21500,0.754883
22000,0.788086
22500,0.838867
23000,0.812500
23500,0.756836
24000,0.849609
24500,0.786621
25000,0.783203
25500,0.786621
26000,0.841309
26500,0.791016
27000,0.812500
27500,0.812988
28000,0.802734
28500,0.858398
29000,0.841797
29500,0.866211
30000,0.841309
30500,0.695801
31000,0.819336
31500,0.769043
32000,0.796875
32500,0.756836
33000,0.838867
33500,0.850586
34000,0.815430
34500,0.830078
35000,0.825684
35500,0.808594
36000,0.860840
36500,0.816895
37000,0.843262
37500,0.843750
38000,0.832031
38500,0.791016
39000,0.787109
39500,0.829102
40000,0.850586
40500,0.813477
41000,0.801758
41500,0.838867
42000,0.850586
42500,0.876465
43000,0.864258
43500,0.832031
44000,0.832031
44500,0.824219
45000,0.811523
45500,0.863770
46000,0.821777
46500,0.850586
47000,0.675293
47500,0.797363
48000,0.835449
48500,0.693848
49000,0.855957
49500,0.828125
50000,0.819336
