sweep,magnetizzazione_su_spin
500,0.877930
1000,0.897461
1500,0.884277
2000,0.875488
2500,0.867676
3000,0.874512
3500,0.873047
4000,0.890137
4500,0.878418
5000,0.875977
5500,0.882324
6000,0.908691
6500,0.875977
7000,0.884766
7500,0.876953
8000,0.895020
8500,0.892578
9000,0.890137
9500,0.894043
10000,0.857422
10500,0.898438
11000,0.894531
11500,0.899902
12000,0.888184
12500,0.885254
13000,0.886230
13500,0.868164
14000,0.875000
14500,0.848145
15000,0.877441
15500,0.918945
16000,0.905762
16500,0.871094
17000,0.874512
17500,0.872559
18000,0.875977
18500,0.860840
19000,0.879883
19500,0.865723
20000,0.872070
20500,0.877441
21000,0.871094
21500,0.905273
22000,0.866699
22500,0.858887
23000,0.885742
23500,0.838867
24000,0.865234
24500,0.889648
25000,0.879883
25500,0.875977
26000,0.875000
26500,0.871094
27000,0.887207
27500,0.857910
28000,0.905762
28500,0.876953
29000,0.879395
29500,0.884277
30000,0.896973
30500,0.883789
31000,0.897461
31500,0.897461
32000,0.906250
32500,0.878418
33000,0.856445
33500,0.883789
34000,0.907227
34500,0.874512
35000,0.908203
35500,0.886719
36000,0.891602
36500,0.872070
37000,0.924316
37500,0.885742
38000,0.909180
38500,0.884277
39000,0.859863
39500,0.876465
40000,0.858887
40500,0.872559
41000,0.833008
41500,0.907227
42000,0.891113
42500,0.854492
43000,0.890137
43500,0.857910
44000,0.893066
44500,0.875488
45000,0.899414
45500,0.872559
46000,0.871582
46500,0.879395
47000,0.894531
47500,0.862793
48000,0.871094
48500,0.871582
49000,0.870605
49500,0.895020
50000,0.853027
