sweep,magnetizzazione_su_spin
500,-0.068848
1000,-0.036621
1500,0.056152
2000,0.007812
2500,0.048340
3000,-0.020996
3500,0.032227
4000,-0.025879
4500,0.018555
5000,-0.034180
5500,0.040039
6000,0.003906
6500,-0.026855
7000,0.031250
7500,0.036621
8000,0.056152
8500,-0.063965
9000,-0.074219
9500,0.060059
10000,0.026855
10500,0.050293
11000,0.024414
11500,-0.058594
12000,-0.088379
12500,0.008301
13000,0.024902
13500,-0.029297
14000,-0.011719
14500,0.054688
15000,0.012695
15500,-0.000977
16000,-0.011230
16500,0.027832
17000,-0.060059
17500,0.037598
18000,-0.017090
18500,-0.057617
19000,0.004883
19500,-0.016602
20000,-0.008789
20500,-0.067871
21000,-0.001465
21500,0.013672
22000,0.000977
22500,-0.019043
23000,-0.037109
23500,0.061523
24000,-0.005859
24500,0.013672
25000,-0.077148
25500,-0.020020
26000,0.020996
26500,0.004883
27000,0.029785
27500,0.014648
28000,-0.099121
28500,0.087402
29000,0.023438
29500,0.043945
30000,0.094727
30500,-0.008789
31000,-0.021973
31500,0.056152
32000,-0.011230
32500,-0.033691
33000,0.027832
33500,-0.038086
34000,-0.053711
34500,0.075684
35000,0.040527
35500,0.006836
36000,-0.006348
36500,0.044434
37000,-0.018555
37500,0.033691
38000,0.031738
38500,-0.059570
39000,0.048340
39500,0.047363
40000,-0.016113
40500,-0.075684
41000,0.048340
41500,-0.024414
42000,-0.066895
42500,0.031738
43000,0.002930
43500,0.100098
44000,0.000977
44500,-0.025879
45000,0.087402
45500,-0.019531
46000,-0.026855
46500,0.035156
47000,0.033203
47500,0.007324
48000,-0.021484
48500,0.050781
49000,0.003418
49500,0.065918
50000,-0.015625
