sweep,magnetizzazione_su_spin
500,0.994141
1000,0.994629
1500,0.995605
2000,0.996094
2500,0.995117
3000,0.998535
3500,0.996582
4000,0.996094
4500,0.996094
5000,0.997070
5500,0.997559
6000,0.996094
6500,0.993652
7000,0.996582
7500,0.996094
8000,0.998535
8500,0.996094
9000,0.994141
9500,0.997559
10000,0.997070
10500,0.999023
11000,0.995117
11500,0.996582
12000,0.998047
12500,0.991699
13000,0.995117
13500,0.996094
14000,0.998047
14500,0.996094
15000,0.994141
15500,0.994141
16000,0.995117
16500,0.996094
17000,0.993164
17500,0.998047
18000,0.994629
18500,0.994629
19000,0.998535
19500,0.992188
20000,0.995605
20500,0.995605
21000,0.998047
21500,0.996582
22000,0.996094
22500,0.997559
23000,0.997070
23500,0.997559
24000,0.996094
24500,0.999023
25000,0.996582
25500,0.997070
26000,0.994141
26500,0.992676
27000,0.996582
27500,0.997559
28000,0.997559
28500,0.996094
29000,0.995605
29500,0.996582
30000,0.996094
30500,0.998535
31000,0.995605
31500,0.997559
32000,0.995117
32500,0.997070
33000,0.995605
33500,0.994141
34000,0.994141
34500,0.996582
35000,0.995605
35500,0.998047
36000,0.993164
36500,0.995117
37000,0.994141
37500,0.996582
38000,0.994629
38500,0.995605
39000,0.994629
39500,0.994629
40000,0.996582
40500,0.997070
41000,0.989746
41500,0.999023
42000,0.997559
42500,0.998047
43000,0.997070
43500,0.998047
44000,0.995605
44500,0.995117
45000,0.998535
45500,0.997070
46000,0.994141
46500,0.998535
47000,0.995605
47500,0.995117
48000,0.996094
48500,0.997070
49000,0.996582
49500,0.998047
50000,0.997070
