sweep,magnetizzazione_su_spin
500,1.000000
1000,1.000000
1500,0.976562
2000,1.000000
2500,1.000000
3000,1.000000
3500,0.992188
4000,0.992188
4500,1.000000
5000,1.000000
5500,1.000000
6000,0.992188
6500,1.000000
7000,0.984375
7500,0.984375
8000,1.000000
8500,1.000000
9000,1.000000
9500,1.000000
10000,1.000000
10500,1.000000
11000,1.000000
11500,1.000000
12000,1.000000
12500,0.992188
13000,0.992188
13500,1.000000
14000,0.984375
14500,0.992188
15000,1.000000
15500,1.000000
16000,1.000000
16500,1.000000
17000,1.000000
17500,1.000000
18000,1.000000
18500,0.992188
19000,1.000000
19500,0.984375
20000,1.000000
20500,0.968750
21000,0.992188
21500,1.000000
22000,1.000000
22500,1.000000
23000,1.000000
23500,1.000000
24000,1.000000
24500,1.000000
25000,1.000000
25500,1.000000
26000,0.992188
26500,1.000000
27000,1.000000
27500,0.992188
28000,1.000000
28500,1.000000
29000,1.000000
29500,1.000000
30000,0.984375
30500,1.000000
31000,0.992188
31500,0.992188
32000,1.000000
32500,1.000000
33000,0.992188
33500,1.000000
34000,1.000000
34500,1.000000
35000,1.000000
35500,1.000000
36000,1.000000
36500,1.000000
37000,1.000000
37500,1.000000
38000,1.000000
38500,1.000000
39000,1.000000
39500,0.984375
40000,1.000000
40500,1.000000
41000,0.992188
41500,0.992188
42000,0.992188
42500,1.000000
43000,1.000000
43500,1.000000
44000,0.992188
44500,0.992188
45000,1.000000
45500,0.984375
46000,1.000000
46500,1.000000
47000,0.984375
47500,0.992188
48000,0.992188
48500,1.000000
49000,1.000000
49500,1.000000
50000,1.000000
