sweep,magnetizzazione_su_spin
500,-0.187500
1000,-0.046875
1500,0.062500
2000,0.117188
2500,0.007812
3000,0.007812
3500,0.015625
4000,0.015625
4500,0.039062
5000,-0.195312
5500,-0.007812
6000,-0.062500
6500,0.015625
7000,0.007812
7500,-0.101562
8000,0.031250
8500,-0.023438
9000,-0.015625
9500,0.015625
10000,0.015625
10500,0.062500
11000,0.046875
11500,0.140625
12000,0.023438
12500,0.085938
13000,-0.078125
13500,-0.023438
14000,-0.125000
14500,0.046875
15000,-0.039062
15500,0.000000
16000,0.031250
16500,0.125000
17000,0.078125
17500,-0.054688
18000,0.015625
18500,-0.023438
19000,-0.085938
19500,-0.062500
20000,0.039062
20500,-0.054688
21000,-0.117188
21500,-0.085938
22000,-0.023438
22500,-0.039062
23000,-0.101562
23500,0.031250
24000,0.015625
24500,-0.015625
25000,0.054688
25500,-0.015625
26000,-0.179688
26500,0.085938
27000,0.070312
27500,0.093750
28000,0.171875
28500,0.023438
29000,-0.039062
29500,-0.156250
30000,-0.015625
30500,0.015625
31000,-0.046875
31500,0.164062
32000,0.070312
32500,-0.023438
33000,-0.078125
33500,0.054688
34000,0.031250
34500,-0.015625
35000,0.054688
35500,-0.039062
36000,0.226562
36500,0.031250
37000,0.015625
37500,-0.117188
38000,-0.031250
38500,0.171875
39000,0.015625
39500,0.085938
40000,0.179688
40500,0.000000
41000,-0.007812
41500,0.023438
42000,0.039062
42500,0.054688
43000,0.046875
43500,-0.007812
44000,0.000000
44500,0.015625
45000,0.015625
45500,-0.007812
46000,0.015625
46500,0.195312
47000,-0.085938
47500,0.164062
48000,-0.007812
48500,0.023438
49000,0.101562
49500,-0.078125
50000,-0.070312
